dt_iso,temp,dew_point,pressure,humidity,wind_speed,wind_deg,rain_1h,clouds_all,Dhi,Dni,Ghi,hour_sin,hour_cos,month_sin,month_cos,weather_broken clouds,weather_few clouds,weather_light rain,weather_moderate rain,weather_other,weather_overcast clouds,weather_scattered clouds,weather_sky is clear,solar_zenith,solar_azimuth,clearness_index,effective_irradiance,direct_fraction,clear_sky_index,cloud_effect,minutes_since_sunrise,minutes_until_sunset
2010-07-03 04:00:00+10:00,-1.6174293,-1.1364574,0.88988847,0.58755827,1.0743958,1.2754887,-0.30317158,-1.2334952,-0.6493209,-0.5925579,-0.67368233,1.2241572,0.7073312,-0.40183315,-1.2448174,0,0,0,0,0,0,0,1,0.9171459,-0.7761989,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,0.88414055
2010-07-03 05:00:00+10:00,-1.7363377,-1.18319,0.88988847,0.7221868,0.65729654,0.9140398,-0.30317158,-1.2862357,-0.6493209,-0.5925579,-0.67368233,1.3654513,0.36628258,-0.40183315,-1.2448174,0,0,0,0,0,0,0,1,0.6028715,-0.70532143,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,0.7164922
2010-07-03 06:00:00+10:00,-1.705147,-1.1551459,0.88988847,0.7221868,1.0743958,1.1828096,-0.30317158,-1.2598655,-0.6493209,-0.5925579,-0.67368233,1.4136442,0.00029237987,-0.40183315,-1.2448174,0,0,0,0,0,0,0,1,0.2970098,-0.63429207,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,0.54884374
2010-07-03 07:00:00+10:00,-1.705147,-1.1551459,1.0338778,0.7221868,1.0743958,1.1828096,-0.30317158,-1.1280143,-0.6493209,-0.5925579,-0.67368233,1.3654513,-0.36569783,-0.40183315,-1.2448174,0,0,0,0,0,0,0,1,0.00479846,-0.557347,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,0.3811953
2010-07-03 08:00:00+10:00,-1.2587467,-1.1121557,1.1778672,-0.01827015,0.567672,0.76575303,-0.30317158,-1.0225334,-0.44041082,0.42700148,-0.43665013,1.2241572,-0.7067464,-0.40183315,-1.2448174,0,1,0,0,0,0,0,0,-0.26659226,-0.46921632,,-0.37604138,1.7338434,-0.06692274,-0.24043314,-1.0576926,0.2135469
2010-07-03 09:00:00+10:00,-1.2217083,-1.2654395,1.1778672,-0.35484147,-0.6836256,1.1828096,-0.30317158,-0.25779688,-0.23150074,1.5381002,0.16909882,0.9993906,-0.99961144,-0.40183315,-1.2448174,0,0,0,0,0,0,1,0,-0.5067291,-0.3644226,,0.33953124,1.7405068,0.52633125,0.15672867,-0.8812262,0.045898493
2010-07-03 10:00:00+10:00,-1.18467,-1.2317878,1.1778672,-0.35484147,-0.6836256,1.1828096,-0.30317158,-0.25779688,-0.13654163,1.8979447,0.7296988,0.7064691,-1.2243347,-0.40183315,-1.2448174,0,0,0,0,0,0,1,0,-0.70071906,-0.23802435,,0.88185114,1.7330952,0.80689824,0.6100193,-0.7047596,-0.12174992
2010-07-03 11:00:00+10:00,-0.83378065,-1.157017,1.1778672,-0.7587271,0.43323514,0.45991158,-0.30317158,-0.8379419,-0.06057433,2.0463016,1.1360396,0.36535478,-1.3656017,-0.40183315,-1.2448174,0,1,0,0,0,0,0,0,-0.8295961,-0.08867896,,1.2335197,1.7201799,0.96883494,1.4751251,-0.5282931,-0.28939834
2010-07-03 12:00:00+10:00,-0.44390768,-1.5346192,1.1778672,-1.7684411,0.72968566,0.534055,-0.30317158,-1.0489037,-0.01309477,2.1062758,1.3504974,-0.0007060036,-1.4137852,-0.40183315,-1.2448174,0,0,0,0,0,0,0,1,-0.87518936,0.07657162,,1.374398,1.7107865,1.0830511,1.9303426,-0.35182655,-0.45704675
2010-07-03 13:00:00+10:00,-0.42441878,-1.5177904,1.0338778,-1.7684411,0.72968566,0.534055,-0.30317158,-1.1016442,-0.01309477,2.112589,1.346735,-0.36676675,-1.3656017,-0.40183315,-1.2448174,0,0,0,0,0,0,0,1,-0.8295961,0.2418222,,1.2941813,1.7111942,1.1704602,1.9802351,-0.17536002,-0.6246952
2010-07-03 14:00:00+10:00,-0.4906965,-1.3645122,1.0338778,-1.499184,0.45736474,0.27455315,-0.30317158,-1.1543846,-0.07956616,2.0841799,1.1247524,-0.70788115,-1.2243347,-0.40183315,-1.2448174,0,0,0,0,0,0,0,1,-0.70071906,0.39116758,,1.0051347,1.7278559,1.2488214,1.7534883,0.0011065061,-0.79234356
2010-07-03 15:00:00+10:00,-0.39322823,-2.1028821,1.1778672,-2.4415836,0.72968566,0.534055,-0.30317158,-1.2071251,-0.14603753,1.9168838,0.69959944,-1.0008026,-0.99961144,-0.40183315,-1.2448174,0,0,0,0,0,0,0,1,-0.5067291,0.51756585,,0.5231684,1.7371289,1.3379076,1.2519276,0.17757304,-0.959992
2010-07-03 16:00:00+10:00,-0.43221197,-2.136528,1.3218566,-2.4415836,0.72968566,0.534055,-0.30317158,-1.2071251,-0.24099666,1.5254741,0.12018742,-1.2255692,-0.7067464,-0.40183315,-1.2448174,0,0,0,0,0,0,0,1,-0.26659226,0.62235945,,-0.070907556,1.7430247,1.568262,0.50232476,0.35403958,-1.1276404
2010-07-03 17:00:00+10:00,-0.9195532,-1.3215163,1.3218566,-0.8933556,0.10576046,0.32089275,-0.30317158,-1.2334952,-0.47839448,0.28180107,-0.48556152,-1.3668634,-0.36569783,-0.40183315,-1.2448174,0,0,0,0,0,0,0,1,0.00479846,0.7104902,,-0.6140658,1.7409707,3.08215,-0.2788158,0.53050613,-1.1276404
2010-07-03 18:00:00+10:00,-1.3133287,-1.676682,1.465846,-0.8933556,-0.16656049,0.7194134,-0.30317158,-1.1543846,-0.6493209,-0.5925579,-0.67368233,-1.4150561,0.00029237987,-0.40183315,-1.2448174,0,0,0,0,0,0,0,1,0.2970098,0.7874354,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,0.70697266,-1.1276404
2010-07-03 19:00:00+10:00,-1.3581604,-1.7178068,1.465846,-0.8933556,-0.16656049,0.7194134,-0.30317158,-0.91705257,-0.6493209,-0.5925579,-0.67368233,-1.3668634,0.36628258,-0.40183315,-1.2448174,0,1,0,0,0,0,0,0,0.6028715,0.8584647,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,0.8834392,-1.1276404
